EC / List No.,CAS No.,Name,Registration Type,Submission Type,Total Tonnage Band,Dossier ID,Link
234-361-2,11118-57-3,Chromium oxide,Full,Joint Submission,1 - 10 tonnes per annum,DISS-9ebb33f7-f02a-60dd-e044-00144f67d031,Dossier
234-363-3,11120-22-2,"Silicic acid, lead salt",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-9eb79b57-afa9-4b8c-e044-00144f67d031,Dossier
234-364-9,11120-25-5,ammonium wolframate,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9ec19b8c-a98f-2280-e044-00144f67d031,Dossier
234-365-4,11121-16-7,"Boric acid, aluminum salt",Full,Joint Submission,Tonnage Data Confidential,DISS-d9771f7a-749e-4763-e044-00144f67d031,Dossier
234-371-7,11128-29-3,potassium pentaborate,Full,Joint Submission,10 - 100 tonnes per annum,DISS-dcee688a-38ce-10bd-e044-00144f67d031,Dossier
234-373-8,11129-15-0,Calcium zirconium oxide,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-e2bc7221-894f-3f99-e044-00144f67d031,Dossier
234-390-0,11138-47-9,"Perboric acid, sodium salt",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9eb95d53-8292-516d-e044-00144f67d031,Dossier
234-391-6,11138-49-1,Aluminum sodium oxide,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9ec28514-e02b-29d1-e044-00144f67d031,Dossier
234-392-1,11138-60-6,"Decanoic acid, ester with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol octanoate",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9c7dfecd-6d68-2d9d-e044-00144f67d249,Dossier
234-426-5,12003-38-2,Fluorphlogopite (Mg3K[AlF2O(SiO3)3]),Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e49f-47ae-e044-00144f67d031,Dossier
234-432-8,12003-63-3,aluminium potassium dioxide,Intermediate,Joint Submission,Intermediate Use Only,DISS-e1a0ab01-dbcd-2fde-e044-00144f67d031,Dossier
234-448-5,12004-14-7,hexacalcium hexaoxotris[sulphato(2-)]dialuminate(12-),Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9ebb1d5b-60c6-5570-e044-00144f67d031,Dossier
234-454-8,12004-35-2,dialuminium nickel tetraoxide,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-9ea44636-1f3d-630c-e044-00144f67d031,Dossier
234-456-9,12004-39-6,dialuminium titanium pentaoxide,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d6b2ac56-ce9b-5e70-e044-00144f67d031,Dossier
234-468-4,12005-50-4,dodecaaluminium calcium nonadecaoxide,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9ea0d046-1862-5a62-e044-00144f67d031,Dossier
234-472-6,12005-75-3,tricopper arsenide,Intermediate,Joint Submission,Intermediate Use Only,DISS-9eaded66-592e-1a59-e044-00144f67d031,Dossier
234-521-1,12007-89-5,diammonium decaborate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dcee5d71-02df-0acd-e044-00144f67d031,Dossier
234-522-7,12007-92-0,pentaboron sodium octaoxide,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-dcee75e1-7718-17ae-e044-00144f67d031,Dossier
234-541-0,12008-41-2,disodium octaborate,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9ec4d595-576f-08dc-e044-00144f67d031,Dossier
234-576-1,12012-35-0,trichromium dicarbide,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d97733ff-a6ec-50c4-e044-00144f67d031,Dossier
234-585-0,12013-46-6,calcium tin trioxide,Intermediate,Joint Submission,Intermediate Use Only,DISS-9e9fe2f5-a276-4aa3-e044-00144f67d031,Dossier
234-614-7,12016-80-7,cobalt hydroxide oxide,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9d8be095-5ae9-64ab-e044-00144f67d249,Dossier
234-666-0,12021-95-3,dihydrogen hexafluorozirconate(2-),Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e437-47ae-e044-00144f67d031,Dossier
234-679-1,12023-27-7,diiron titanium pentaoxide,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e489-47ae-e044-00144f67d031,Dossier
234-682-8,12023-53-9,triiron phosphide,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-db98f05e-6b76-1862-e044-00144f67d031,Dossier
234-685-4,12023-91-5,dodecairon strontium nonadecaoxide,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9ea7d61f-b49f-0623-e044-00144f67d031,Dossier
234-722-4,12027-67-7,hexaammonium heptamolybdate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-9ebed184-d662-058a-e044-00144f67d031,Dossier
234-733-4,12028-48-7,hexaammonium wolframate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-b6b2162d-8d23-5083-e044-00144f67d031,Dossier
234-796-8,12033-89-5,trisilicon tetranitride,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-dffb4072-e35f-47ae-e044-00144f67d031,Dossier
234-802-9,12034-34-3,disodium titanate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-9ea6b62f-0865-54c4-e044-00144f67d031,Dossier
234-829-6,12035-72-2,trinickel disulphide,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-97de1367-018c-724f-e044-00144f67d031,Dossier
234-841-1,12036-21-4,vanadium dioxide,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-e2bc7221-894d-3f99-e044-00144f67d031,Dossier
234-842-7,12036-22-5,tungsten dioxide,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d97733c1-d049-50a3-e044-00144f67d031,Dossier
234-853-7,12036-76-9,lead oxide sulfate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-9ec45e3b-ac7a-3d4b-e044-00144f67d031,Dossier
234-857-9,12037-29-5,"praseodymium(III,IV) oxide",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dff58f8f-e93f-55b9-e044-00144f67d031,Dossier
234-858-4,12037-47-7,silicon orthophosphate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d7f6107f-1538-1bf6-e044-00144f67d031,Dossier
234-919-5,12040-43-6,"Silicic acid, aluminum magnesium sodium salt",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-a13505c3-c5fe-3a78-e044-00144f67d031,Dossier
234-920-0,12040-58-3,"Boric acid, calcium salt",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-e18edfe9-02c9-58ce-e044-00144f67d031,Dossier
234-933-1,12042-91-0,dialuminium chloride pentahydroxide,Full,Joint Submission,"10,000 + tonnes per annum",DISS-9eb3d71d-f83e-1b7e-e044-00144f67d031,Dossier
234-961-4,12045-63-5,titanium diboride,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d6a433ba-f44e-19de-e044-00144f67d031,Dossier
234-974-5,12047-11-9,barium dodecairon nonadecaoxide,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-abdda23e-b828-5230-e044-00144f67d249,Dossier
234-975-0,12047-27-7,barium titanium trioxide,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-d6b2a977-0dbf-5d85-e044-00144f67d031,Dossier
235-008-5,12054-48-7,nickel dihydroxide,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9c81514d-36e5-486b-e044-00144f67d249,Dossier
235-008-5,12054-48-7,nickel dihydroxide,Intermediate,Individual Submission,Intermediate Use Only,DISS-a1338fb3-dbcb-6dc3-e044-00144f67d031,Dossier
235-008-5,12054-48-7,nickel dihydroxide,Intermediate,Individual Submission,Intermediate Use Only,DISS-a135d676-44f0-2c4d-e044-00144f67d031,Dossier
235-013-2,12055-23-1,hafnium dioxide,Full,Joint Submission,1 - 10 tonnes per annum,DISS-dcee17e4-a487-6004-e044-00144f67d031,Dossier
235-038-9,12060-00-3,lead titanium trioxide,Full,Joint Submission,10 - 100 tonnes per annum,DISS-9eaa6211-ab64-06df-e044-00144f67d031,Dossier
235-043-6,12060-58-1,samarium (III) oxide,Full,Joint Submission,Tonnage Data Confidential,DISS-e2bc7221-893c-3f99-e044-00144f67d031,Dossier
235-044-1,12060-59-2,strontium titanium trioxide,Full,Joint Submission,10 - 100 tonnes per annum,DISS-dffb4072-e2e6-47ae-e044-00144f67d031,Dossier
235-045-7,12061-16-4,dierbium trioxide,Full,Joint Submission,10 - 100 tonnes per annum,DISS-df93ca4e-6c2c-45b0-e044-00144f67d031,Dossier
235-049-9,12062-81-6,iron manganese trioxide,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9ea9b615-a5a9-1e3d-e044-00144f67d031,Dossier
235-067-7,12065-90-6,pentalead tetraoxide sulphate,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9ec3771f-c901-3930-e044-00144f67d031,Dossier
235-101-0,12068-53-0,dialuminium zinc tetraoxide,Full,Joint Submission,10 - 100 tonnes per annum,DISS-e18edfe9-0283-58ce-e044-00144f67d031,Dossier
235-109-4,12069-00-0,lead selenide,Intermediate,Joint Submission,Intermediate Use Only,DISS-9eb19b05-2aa2-3ecd-e044-00144f67d031,Dossier
235-111-5,12069-32-8,boron carbide,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9eb275a9-6285-3e78-e044-00144f67d031,Dossier
235-113-6,12069-69-1,copper(II) carbonate--copper(II) hydroxide (1:1),Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9ec0ddca-37aa-3352-e044-00144f67d031,Dossier
235-113-6,12069-69-1,copper(II) carbonate--copper(II) hydroxide (1:1),Intermediate,Individual Submission,Intermediate Use Only,DISS-a134126d-f0ed-397c-e044-00144f67d031,Dossier
235-113-6,12069-69-1,copper(II) carbonate--copper(II) hydroxide (1:1),Intermediate,Individual Submission,Intermediate Use Only,DISS-d6b25eac-01c5-3af9-e044-00144f67d031,Dossier
235-120-4,12070-08-5,titanium carbide,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d97756a3-025f-60da-e044-00144f67d031,Dossier
235-122-5,12070-10-9,vanadium carbide,Full,Joint Submission,1 - 10 tonnes per annum,DISS-e5a0779b-8ade-00b9-e044-00144f67d031,Dossier
235-123-0,12070-12-1,tungsten carbide,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9ea8a704-db22-007b-e044-00144f67d031,Dossier
235-137-7,12075-68-2,triethyldialuminium trichloride,Intermediate,Joint Submission,Intermediate Use Only,DISS-9ea527fc-4024-689f-e044-00144f67d031,Dossier
235-166-5,12108-13-3,tricarbonyl(methylcyclopentadienyl)manganese,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-9ea39d3e-6a73-0895-e044-00144f67d031,Dossier
235-183-8,12124-97-9,ammonium bromide,Full,Joint Submission,Tonnage Data Confidential,DISS-d019a5cc-8d6f-4b6e-e044-00144f67d249,Dossier
235-185-9,12125-01-8,ammonium fluoride,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e428-47ae-e044-00144f67d031,Dossier
235-186-4,12125-02-9,ammonium chloride,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9eb54ae2-49ce-6e22-e044-00144f67d031,Dossier
235-186-4,12125-02-9,ammonium chloride,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9ebe6acb-b6af-42ff-e044-00144f67d031,Dossier
235-252-2,12141-20-7,trilead dioxide phosphonate,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9eb02971-a5e7-64a2-e044-00144f67d031,Dossier
235-285-2,12158-74-6,dicopper hydroxide phosphate,Full,Joint Submission,10 - 100 tonnes per annum,DISS-dffb4072-e2b0-47ae-e044-00144f67d031,Dossier
235-330-6,12167-74-7,pentacalcium hydroxide tris(orthophosphate),Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9ea5dfb5-1a6a-5669-e044-00144f67d031,Dossier
235-362-0,12190-79-3,cobalt lithium dioxide,Full,Joint Submission,10 - 100 tonnes per annum,DISS-df93e076-ebd3-4f98-e044-00144f67d031,Dossier
235-380-9,12202-17-4,tetralead trioxide sulphate,Full,Joint Submission,"1,000,000 - 10,000,000 tonnes per annum",DISS-9ec3f7aa-8f8c-07cb-e044-00144f67d031,Dossier
235-384-0,12207-63-5,ammonium trivanadium octaoxide,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-9ea771f0-5765-43e8-e044-00144f67d031,Dossier
235-425-2,12225-06-8,"N-(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)-3-hydroxy-4-[[2-methoxy-5-[(phenylamino)carbonyl]phenyl]azo]naphthalene-2-carboxamide",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dcee3d5b-3e8a-7118-e044-00144f67d031,Dossier
235-426-8,12225-08-0,"N-(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)-3-hydroxy-4-[[2,5-dimethoxy-4-[(methylamino)sulphonyl]phenyl]azo]naphthalene-2-carboxamide",Full,Joint Submission,10 - 100 tonnes per annum,DISS-dcee3ffb-2148-742c-e044-00144f67d031,Dossier
235-427-3,12225-18-2,"N-(4-chloro-2,5-dimethoxyphenyl)-2-[[2,5-dimethoxy-4-[(phenylamino)sulphonyl]phenyl]azo]-3-oxobutyramide",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d977d2d5-4afe-25cd-e044-00144f67d031,Dossier
235-428-9,12225-21-7,"aluminium, 4,5-dihydro-5-oxo-1-(4-sulfophenyl)-4-[(4-sulfophenyl)azo]-1H-pyrazole-3-carboxylic acid complex",Full,Joint Submission,1 - 10 tonnes per annum,DISS-d6b2b5bf-ae4d-63a4-e044-00144f67d031,Dossier
235-462-4,12236-62-3,"2-[(4-chloro-2-nitrophenyl)azo]-N-(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)-3-oxobutyramide",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dbbe306b-5ab9-54a9-e044-00144f67d031,Dossier
235-464-5,12236-64-5,N-[4-(acetylamino)phenyl]-4-[[5-(aminocarbonyl)-2-chlorophenyl]azo]-3-hydroxynaphthalene-2-carboxamide,Full,Joint Submission,10 - 100 tonnes per annum,DISS-dffb4072-e363-47ae-e044-00144f67d031,Dossier
235-468-7,12237-62-6,"ferrate(4-), hexakis(cyano-C)-, methylated 4-[(4-aminophenyl)(4-imino-2,5-cyclohexadien-1-ylidene)methyl]benzenamine copper(2+) salts",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-c4c43007-06af-6527-e044-00144f67d031,Dossier
235-469-2,12237-63-7,"ferrate(4-), hexakis(cyano-C)-, Et 2-[6-(ethylamino)-3-(ethylimino)-2,7-dimethyl-3H-xanthen-9-yl]benzoate copper(2+) salts",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d6b2b58d-ddbe-6390-e044-00144f67d031,Dossier
235-471-3,12238-31-2,"manganese, 4-[(4-chloro-5-methyl-2-sulfophenyl)azo]-3-hydroxy-2-naphthalenecarboxylic acid complex",Full,Joint Submission,1 - 10 tonnes per annum,DISS-db9ac4ac-a28a-0953-e044-00144f67d031,Dossier
235-476-0,12239-87-1,copper chlorophthalocyanine,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-a2172ee9-425c-0cfc-e044-00144f67d031,Dossier
235-487-0,12251-53-5,aluminium sodium tetrahydroxide,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9eb72770-3cba-0c3b-e044-00144f67d031,Dossier
235-557-0,12286-65-6,calcium bis[3-nitro-4-[[2-oxo-1-[(phenylamino)carbonyl]propyl]azo]benzenesulphonate],Full,Joint Submission,10 - 100 tonnes per annum,DISS-dffb4072-e46e-47ae-e044-00144f67d031,Dossier
235-558-6,12286-66-7,calcium bis[4-[[1-[[(2-methylphenyl)amino]carbonyl]-2-oxopropyl]azo]-3-nitrobenzenesulphonate],Full,Joint Submission,10 - 100 tonnes per annum,DISS-db9b13da-c1e9-2c73-e044-00144f67d031,Dossier
235-627-0,12389-75-2,"sodium hydrogen [N,N-bis[2-[bis(carboxymethyl)amino]ethyl]glycinato(5-)]ferrate(2-)",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-e1a0ab01-dbdb-2fde-e044-00144f67d031,Dossier
235-649-0,12410-14-9,iron chloride sulphate,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9ebe9af2-4d20-5dde-e044-00144f67d031,Dossier
235-650-6,12411-64-2,tetraammonium hexamolybdate,Full,Joint Submission,10 - 100 tonnes per annum,DISS-9e9eda43-e743-29b6-e044-00144f67d031,Dossier
235-697-2,12542-30-2,"hexahydro-4,7-methano-1H-indenyl acrylate",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e2bf-47ae-e044-00144f67d031,Dossier
235-698-8,12542-85-7,trichlorotrimethyldialuminium,Intermediate,Joint Submission,Intermediate Use Only,DISS-d9777820-68ab-70e1-e044-00144f67d031,Dossier
235-702-8,12578-12-0,dioxobis(stearato)trilead,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9ea60815-228e-6be6-e044-00144f67d031,Dossier
235-715-9,12607-70-4,[carbonato(2-)]tetrahydroxytrinickel,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-97ddeb4f-4e90-6952-e044-00144f67d031,Dossier
235-715-9,12607-70-4,[carbonato(2-)]tetrahydroxytrinickel,Intermediate,Individual Submission,Intermediate Use Only,DISS-a133576d-5d3c-536b-e044-00144f67d031,Dossier
235-715-9,12607-70-4,[carbonato(2-)]tetrahydroxytrinickel,Intermediate,Individual Submission,Intermediate Use Only,DISS-a1349001-6660-0180-e044-00144f67d031,Dossier
235-721-1,12612-50-9,Molybdenum sulfide,Full,Joint Submission,"1,000 + tonnes per annum",DISS-d018ea3f-65a5-3981-e044-00144f67d249,Dossier
235-727-4,12626-81-2,Lead titanium zirconium oxide,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-9eae408b-73ad-47b7-e044-00144f67d031,Dossier
235-730-0,12627-14-4,"Silicic acid, lithium salt",Full,Joint Submission,10 - 100 tonnes per annum,DISS-b6b26b86-3734-6215-e044-00144f67d031,Dossier
235-741-0,12645-31-7,"Phosphoric acid, 2-ethylhexyl ester",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-b6b1f53c-f249-4a65-e044-00144f67d031,Dossier
235-747-3,12650-88-3,Lysozyme (chicken egg white),Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f78e-63fd-e044-00144f67d031,Dossier
235-759-9,12656-85-8,lead chromate molybdate sulfate red,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d971d97-57f9-310e-e044-00144f67d249,Dossier
235-762-5,12672-27-4,Aluminum cobalt oxide,Intermediate,Joint Submission,Intermediate Use Only,DISS-dcee6ba7-0904-1198-e044-00144f67d031,Dossier
235-790-8,"12737-27-8,  ",Chromium iron oxide,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9eb7e7a9-9e91-0133-e044-00144f67d031,Dossier
235-804-2,12767-90-7,hexaboron dizinc undecaoxide,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d86cd3c-1220-4f92-e044-00144f67d249,Dossier
235-811-0,12769-96-9,sodium aluminosilicate violet,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-c2ec24d5-c48d-0048-e044-00144f67d031,Dossier
235-819-4,12777-87-6,"sulphuric acid, compound with graphite",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9e9fa19d-efcf-29ab-e044-00144f67d031,Dossier
235-826-2,12788-93-1,"Phosphoric acid, butyl ester",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dcee5c71-8839-0abf-e044-00144f67d031,Dossier
235-837-2,13001-46-2,potassium O-isobutyl dithiocarbonate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d6b315fb-e241-1b8d-e044-00144f67d031,Dossier
235-845-6,13005-36-2,potassium phenylacetate,Intermediate,Joint Submission,Intermediate Use Only,DISS-9eb9cb8d-22bd-16c2-e044-00144f67d031,Dossier
235-849-8,13007-85-7,sodium D-glycero-D-gulo-heptonate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-e18edfe9-028c-58ce-e044-00144f67d031,Dossier
235-868-1,13014-18-1,"2,4-dichloro-1-(trichloromethyl)benzene",Intermediate,Joint Submission,Intermediate Use Only,DISS-dffb4072-e34d-47ae-e044-00144f67d031,Dossier
235-869-7,13014-24-9,"1,2-dichloro-4-(trichloromethyl)benzene",Intermediate,Individual Submission,Intermediate Use Only,DISS-9e9bae2b-9202-46d2-e044-00144f67d031,Dossier
235-893-8,13031-41-9,4-cyanophenyl acetate,Intermediate,Joint Submission,Intermediate Use Only,DISS-9ea037ff-e4ff-06b9-e044-00144f67d031,Dossier
235-911-4,13040-19-2,zinc diricinoleate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d7f63230-3e33-2c83-e044-00144f67d031,Dossier
235-921-9,13048-33-4,hexamethylene diacrylate,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9eb65cc9-7b90-15f5-e044-00144f67d031,Dossier
235-930-8,13051-49-5,2-chloro-3-oxopentyl acetate,Intermediate,Individual Submission,Intermediate Use Only,DISS-76fd5658-8ee9-3d0d-e044-00144f26965e,Dossier
235-935-5,13052-09-0,"1,1,4,4-tetramethylbutane-1,4-diyl bis(2-ethylperoxyhexanoate)",Full,Joint Submission,10 - 100 tonnes per annum,DISS-dcee4e6b-b686-03e6-e044-00144f67d031,Dossier
236-004-6,13092-66-5,magnesium bis(dihydrogenorthophosphate),Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dcee6a7b-8a89-1172-e044-00144f67d031,Dossier
236-007-2,13093-17-9,cerium tetranitrate,Intermediate,Joint Submission,Intermediate Use Only,DISS-dffb4072-e3cb-47ae-e044-00144f67d031,Dossier
236-050-7,13122-18-4,"tert-butyl 3,5,5-trimethylperoxyhexanoate",Full,Joint Submission,"1,000 + tonnes per annum",DISS-98759e51-1e50-5255-e044-00144f67d031,Dossier
236-068-5,13138-45-9,nickel dinitrate,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-97dd9bb7-5665-5a8a-e044-00144f67d031,Dossier
236-102-9,13162-05-5,N-vinylformamide,Full,Joint Submission,Tonnage Data Confidential,DISS-97d69454-a6de-5ad9-e044-00144f67d031,Dossier
236-112-3,13170-23-5,diacetoxydi-tert-butoxysilane,Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f6dd-63fd-e044-00144f67d031,Dossier
236-138-5,13185-09-6,"1-benzyl-1,2-dihydro-3H-indazol-3-one, sodium salt",Intermediate,Joint Submission,Intermediate Use Only,DISS-ba7e01d0-b3b1-183f-e044-00144f67d031,Dossier
236-143-2,13188-60-8,"dodecanedioic acid, compound with hexane-1,6-diamine (1:1)",Intermediate,Joint Submission,Intermediate Use Only,DISS-dcee36a2-914e-6f01-e044-00144f67d031,Dossier
236-144-8,13189-00-9,zinc methacrylate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e4aa-47ae-e044-00144f67d031,Dossier
236-307-3,13290-96-5,dimethyl 5-nitroisophthalate,Intermediate,Joint Submission,Intermediate Use Only,DISS-d38d6d0b-92df-3982-e044-00144f67d249,Dossier
236-337-7,13308-51-5,boron orthophosphate,Full,Joint Submission,10 - 100 tonnes per annum,DISS-dffb4072-e2a0-47ae-e044-00144f67d031,Dossier
236-412-4,13360-57-1,dimethylsulphamoyl chloride,Intermediate,Joint Submission,Intermediate Use Only,DISS-9ebc26b2-29f7-6e3e-e044-00144f67d031,Dossier
236-415-0,13360-63-9,butyl(ethyl)amine,Intermediate,Individual Submission,Intermediate Use Only,DISS-d01950fc-d942-11e9-e044-00144f67d249,Dossier
236-419-2,13360-78-6,sodium diisobutyldithiophosphinate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d6b2b11c-ff97-6210-e044-00144f67d031,Dossier
236-425-5,13361-34-7,2-ethylhexyl cyanoacetate,Intermediate,Individual Submission,Intermediate Use Only,DISS-9ea7af95-7a74-662b-e044-00144f67d031,Dossier
236-425-5,13361-34-7,2-ethylhexyl cyanoacetate,Intermediate,Individual Submission,Intermediate Use Only,DISS-a1346c7e-6f69-64e8-e044-00144f67d031,Dossier
236-425-5,13361-34-7,2-ethylhexyl cyanoacetate,Intermediate,Individual Submission,Intermediate Use Only,DISS-d019286d-7c71-65dd-e044-00144f67d249,Dossier
236-425-5,13361-34-7,2-ethylhexyl cyanoacetate,Intermediate,Joint Submission,Intermediate Use Only,DISS-dcee3f17-5a92-73d7-e044-00144f67d031,Dossier
236-476-3,13393-93-6,"tetradecahydro-7-isopropyl-1,4a-dimethylphenanthren-1-methanol",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-e18edfe9-02c8-58ce-e044-00144f67d031,Dossier
236-492-0,13402-02-3,hexadecyl acrylate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e3bf-47ae-e044-00144f67d031,Dossier
236-521-7,13419-15-3,(octadecanoato-O)oxoaluminium,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e2bd-47ae-e044-00144f67d031,Dossier
236-537-4,13423-15-9,tetrahydro-3-methylfuran,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-e18edfe9-02e3-58ce-e044-00144f67d031,Dossier
236-542-1,13424-46-9,lead diazide,Full,Joint Submission,10 - 100 tonnes per annum,DISS-9eac603c-68ed-3003-e044-00144f67d031,Dossier
236-598-7,13446-48-5,ammonium nitrite,Intermediate,Individual Submission,Intermediate Use Only,DISS-9ea1f75e-a0d1-0fe2-e044-00144f67d031,Dossier
236-670-8,13463-40-6,pentacarbonyliron,Intermediate,Individual Submission,Intermediate Use Only,DISS-9ea8ec73-f7ab-26b6-e044-00144f67d031,Dossier
236-671-3,13463-41-7,pyrithione zinc,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9ebfa186-e946-7268-e044-00144f67d031,Dossier
236-675-5,13463-67-7,titanium dioxide,Full,Joint Submission,"1,000,000 - 10,000,000 tonnes per annum",DISS-9eaff323-014a-482f-e044-00144f67d031,Dossier
236-690-7,13464-97-6,hydrazinium nitrate,Full,Joint Submission,10 - 100 tonnes per annum,DISS-9e9c592b-40ea-2ddf-e044-00144f67d031,Dossier
236-691-2,13465-08-2,hydroxylammonium nitrate,Full,Individual Submission,10 - 100 tonnes per annum,DISS-e7627168-f7eb-63fd-e044-00144f67d031,Dossier
